objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237678846106730814,3,24.37502,0.867366,22.7492,0.1526501,21.29019,0.06810302,20.20771,0.03732416,20.634,0.1955345,4595949623177402368,-0.0001548675,1.960053E-05,0.495259,0.103814,STAR,K1IVa (142091)
1237678846106993112,3,23.79354,0.9938958,21.32141,0.05851896,20.10494,0.03101681,19.37947,0.02381687,18.95621,0.05747826,4595001294364891136,-0.0002749035,5.364621E-05,0.421169,0.097652,STAR,M1 (204445)
1237678846110728857,3,24.50109,1.297383,22.16067,0.1407415,21.43612,0.1032388,19.8283,0.0361197,18.99392,0.06541752,4613054727902746624,-9.733031E-05,8.323588E-05,0.839254,0.073804,STAR,M5III (221615)
1237678846110859343,3,23.36001,0.9649423,21.68163,0.09988632,20.39995,0.04961745,19.53742,0.03073012,19.04129,0.07152519,4613067097408559104,-2.712712E-06,6.536549E-05,0.530803,0.056463,STAR,M4.5:III (123657)
1237678846642947685,3,24.05682,1.512682,21.63974,0.09589943,20.30845,0.04831523,19.38592,0.03056893,18.80717,0.07238341,4596051328002971648,-5.971854E-05,4.625358E-05,0.545916,0.040024,STAR,M4.5:III (123657)
1237678846643275283,3,23.78984,0.8898239,22.69681,0.1534805,20.87116,0.04997221,19.97362,0.03109746,19.36804,0.07413645,4596006248026232832,0.000199212,3.967525E-05,0.520123,0.035116,STAR,M1 (204445)
1237678846643341092,3,21.99023,0.6947324,20.4779,0.0652987,19.59623,0.0483765,18.68812,0.03038241,18.24327,0.08451594,4595995252909955072,4.554148E-05,5.239842E-05,0.48183,0.112683,STAR,M5III (221615)
1237678846643863958,3,24.86931,1.024751,21.57193,0.07292763,20.47815,0.04452148,19.62577,0.03028009,19.57432,0.1124672,4595939727572752384,-0.0002038484,2.275194E-05,0.514489,0.104665,STAR,K5 (G_19-24)
1237678846646814059,3,25.83932,0.5243976,21.91547,0.08896676,20.48933,0.04039604,19.43854,0.02380878,18.86681,0.05569299,4612955222100432896,-2.641177E-05,5.730051E-05,0.560784,0.034343,STAR,M5III (221615)
1237678846647861756,3,23.57575,1.271207,20.80279,0.05125518,19.87054,0.03401557,18.64411,0.01697477,18.59105,0.05876495,4613070670821349376,-4.325037E-05,4.31661E-05,0.38886,0.122809,STAR,M4.5:III (123657)
1237678847179752053,3,23.7763,0.7806835,22.70347,0.1645015,21.45668,0.08398087,20.23411,0.04361608,19.4361,0.06919858,4596052977270413312,-0.0002600365,6.030267E-05,0.70158,0.055838,STAR,M5III (221615)
1237678847180276324,3,25.11723,1.889317,21.23879,0.1664051,19.61133,0.05852477,18.77911,0.04234167,18.34999,0.08224908,4595988655840188416,1.673668E-05,3.906502E-05,0.487243,0.026434,STAR,M1 (204445)
1237678847184339889,3,23.21051,0.7659601,21.59642,0.08448059,20.59653,0.04912642,19.52352,0.02979011,18.86145,0.05516895,4613016794751588352,-0.0001569255,6.09218E-05,0.664839,0.074041,STAR,M4.5:III (123657)
1237678847716950377,3,24.20268,0.9804394,23.65231,0.3785362,21.69273,0.1080979,20.00661,0.03695083,20.69031,0.2229726,4596115649433196544,7.55396E-06,3.974508E-05,0.643818,0.103531,STAR,M1 (204445)
