objID,type,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,z,zErr,zWarning,class,subClass,photoZ,photoErr
1237645943978328289,3,18.59365,0.06109912,17.24656,0.008685961,16.84164,0.008162956,16.66606,0.009472081,16.5555,0.02798191,0.03879372,1.066608E-05,0,GALAXY,STARFORMING,0.025696,0.012849
1237645943978328300,3,19.64155,0.07034175,18.94695,0.01724545,18.32125,0.01338636,18.0295,0.01405257,17.79112,0.03566705,0.2532044,8.385292E-06,0,GALAXY,STARBURST,0.236684,0.032717
1237648703506808998,3,18.80602,0.03348095,17.53238,0.006283615,16.94229,0.005435982,16.58619,0.005391397,16.36744,0.01365899,0.08000926,1.149586E-05,0,GALAXY,STARFORMING,0.082724,0.017477
1237648703516311707,3,18.6962,0.04041052,17.18212,0.005945128,16.57906,0.005032984,16.15639,0.004781401,15.9273,0.01178519,0.09775519,7.279884E-06,0,GALAXY,STARFORMING,0.078343,0.016191
1237648704044073122,3,19.66295,0.04653737,18.34101,0.008495385,17.67817,0.006908146,17.30364,0.007023282,17.01865,0.0180803,0.08811215,1.491177E-05,0,GALAXY,STARFORMING,0.097211,0.021795
1237648704052920448,3,19.7855,0.05103351,17.8675,0.006611649,17.00394,0.004746212,16.60952,0.004718426,16.27755,0.01013679,0.07051043,6.974283E-05,0,GALAXY,null,0.075106,0.010167
1237648704061571409,3,19.58689,0.06130982,17.71211,0.007298009,16.76821,0.004943667,16.36477,0.004776097,15.99903,0.01008323,0.08580692,2.373812E-05,0,GALAXY,null,0.104395,0.010429
1237648704588808374,3,19.19647,0.03921867,17.51385,0.005872082,16.72529,0.004585668,16.30353,0.004460946,16.01717,0.01046605,0.08217588,1.298679E-05,0,GALAXY,STARFORMING,0.080767,0.021475
1237648704589201535,3,17.714,0.01972065,15.84109,0.003127891,15.01259,0.00262878,14.63129,0.002619379,14.32016,0.004834149,0.04776663,1.317924E-05,0,GALAXY,null,0.048583,0.00922
1237648705118142654,3,20.31314,0.06979395,18.34915,0.008388691,17.33402,0.005593246,16.90267,0.005688871,16.54277,0.01108553,0.1220416,2.656026E-05,0,GALAXY,null,0.125286,0.008483
1237648705120370812,3,19.65418,0.05228528,17.91944,0.007289364,16.96166,0.005023204,16.57236,0.005218138,16.24185,0.01065455,0.1204313,2.540774E-05,0,GALAXY,null,0.122832,0.014055
1237648705120370812,3,19.65418,0.05228528,17.91944,0.007289364,16.96166,0.005023204,16.57236,0.005218138,16.24185,0.01065455,0.1203661,2.68574E-05,0,GALAXY,null,0.122832,0.014055
1237648705120567609,3,18.51961,0.04050395,17.5582,0.01160444,17.22833,0.01037705,17.02618,0.01250243,16.88238,0.03696063,0.03003188,1.494473E-05,0,GALAXY,null,0.034718,0.008107
1237648705134199151,3,18.46808,0.03604852,17.35757,0.007000801,16.85123,0.006394872,16.58442,0.007351064,16.39764,0.01938478,0.05280551,9.860599E-06,0,GALAXY,STARFORMING,0.044895,0.016836
1237648705657307283,3,17.57519,0.02263632,15.68229,0.003134717,14.84203,0.002486462,14.43142,0.002508436,14.10298,0.004555481,0.07425647,1.262181E-05,0,GALAXY,null,0.046229,0.011211
1237648720139780410,3,19.39447,0.05121712,17.78261,0.007365471,16.85097,0.004921563,16.42391,0.004914884,16.09425,0.01111921,0.1350143,2.329416E-05,0,GALAXY,null,0.127186,0.01529
1237648720142794854,3,19.32429,0.04733824,18.20652,0.009925374,17.78198,0.008930812,17.48571,0.009847268,17.34136,0.02974617,0.09255436,7.626564E-06,0,GALAXY,STARBURST,0.079297,0.018381
1237648720143712465,3,19.40374,0.05528704,17.6457,0.007669178,16.81445,0.005449517,16.45718,0.005651256,16.16935,0.01308429,0.06053571,2.07382E-05,0,GALAXY,null,0.08239,0.017448
1237648720716628419,3,19.94258,0.06811189,18.41938,0.009498202,17.61057,0.00686096,17.13005,0.006195012,16.79622,0.01390558,0.1341782,1.044781E-05,0,GALAXY,STARFORMING,0.099337,0.026382
1237648721217781931,3,19.81575,0.06672345,17.8964,0.007950478,16.90595,0.005191471,16.41427,0.005015852,16.00639,0.01091189,0.089852,2.857271E-05,0,GALAXY,null,0.102132,0.015924
1237648721220534469,3,19.37445,0.03907393,17.90566,0.007088825,17.16202,0.005481062,16.76077,0.00550781,16.53355,0.01330128,0.1101132,1.078985E-05,0,GALAXY,AGN,0.116981,0.027207
1237648721235869935,3,20.54071,0.09426367,18.50817,0.01000737,17.58042,0.006913917,17.1628,0.006796437,16.83399,0.01614284,0.1072007,3.214228E-05,0,GALAXY,null,0.100737,0.011008
1237648721753735318,3,20.41864,0.09533748,18.46621,0.01022837,17.34365,0.006221246,16.88834,0.006075148,16.52452,0.01459009,0.1562096,2.855143E-05,0,GALAXY,null,0.153462,0.009469
1237648722290278662,3,19.95174,0.08984856,18.19873,0.01124442,17.47764,0.008352219,17.03714,0.008670111,16.76736,0.02078445,0.08964708,1.725842E-05,0,GALAXY,null,0.095538,0.033446
1237648722310070439,3,19.53575,0.05251588,18.14265,0.009267975,17.50779,0.007720541,17.14896,0.00822588,16.88436,0.0218819,0.06984496,1.272566E-05,0,GALAXY,STARFORMING,0.079774,0.023821
1237649919504482332,3,17.96683,0.0202147,15.89588,0.003083591,15.00791,0.002512826,14.63735,0.002587422,14.40956,0.02002389,0.05214717,1.428861E-05,0,GALAXY,null,0.070905,0.015045
1237649961385525348,3,18.6006,0.04655629,17.48175,0.008521564,16.9994,0.007934625,16.70272,0.00879553,16.55684,0.02612046,0.06831241,1.091474E-05,0,GALAXY,STARFORMING,0.080344,0.019707
1237649961385852987,3,19.38918,0.06882342,18.20953,0.01124844,17.55775,0.00898553,17.20912,0.00928858,16.91966,0.02452654,0.1187436,1.202591E-05,0,GALAXY,STARFORMING,0.126784,0.02045
1237649962454548638,3,18.80122,0.05425899,17.5431,0.008472382,16.9134,0.007195306,16.57238,0.007634599,16.33386,0.02275755,0.1039405,1.213661E-05,0,GALAXY,STARFORMING,0.095593,0.021801
1237649963530649727,3,17.92191,0.02061801,16.93024,0.005000062,16.52134,0.004774143,16.30108,0.005645715,16.12592,0.01532149,0.03767181,6.703591E-06,0,GALAXY,STARFORMING,0.032652,0.007513
1237649964064899146,3,18.79624,0.05695748,17.0092,0.005978042,16.11877,0.004466723,15.74363,0.004656388,15.40585,0.01036851,0.1040452,1.54738E-05,0,GALAXY,null,0.094024,0.012012
1237650369948483716,3,20.04235,0.07366031,18.4382,0.009829187,17.54572,0.007159404,17.12019,0.007016967,16.77293,0.01657187,0.09744959,2.428435E-05,0,GALAXY,null,0.124042,0.021255
