objID,dered_u,err_u,dered_g,err_g,dered_r,err_r,dered_i,err_i,dered_z,err_z,specObjID,z,zErr,photoZ,photoErr,class,subClass
1237648721757470928,21.48625,0.2829249,18.92323,0.0159339,17.54758,0.007943366,17.00458,0.00727953,16.63944,0.01834574,307469388569667584,0.2170767,5.556375E-05,0.221845,0.015094,GALAXY,
1237648721757536501,18.88517,0.06068131,17.36806,0.008466311,16.62188,0.006571658,16.24423,0.006764883,15.88356,0.01766435,306419079818799104,0.1070964,2.701081E-05,0.09702,0.028648,GALAXY,
1237648721757536615,21.86345,0.3794739,20.55608,0.05632247,18.87128,0.019758,18.03193,0.01420293,17.71083,0.0411336,306420179330426880,0.4548784,9.244123E-05,0.471979,0.019344,GALAXY,
1237648721757667599,18.92048,0.080067,17.39663,0.006721335,16.68031,0.005266186,16.32716,0.005399448,16.07741,0.01533956,306418530062985216,0.09403078,2.101505E-05,0.064762,0.024112,GALAXY,
1237648721757733115,18.69134,0.03276903,17.38278,0.006298135,16.69902,0.005184555,16.33545,0.005226404,16.06855,0.01330011,306419354696706048,0.07199551,7.997519E-06,0.10078,0.022675,GALAXY,STARFORMING
1237648722294145069,18.77354,0.03326827,17.56812,0.00728098,16.88767,0.005716512,16.51054,0.005949523,16.27755,0.01340506,306391317150197760,0.09564617,1.21699E-05,0.124514,0.02203,GALAXY,STARFORMING
1237648722294145119,15.77984,0.006811124,14.57545,0.002191028,14.08978,0.002069065,13.84319,0.002173955,13.68471,0.003825404,306391866906011648,0.02161491,8.0402E-06,0.017045,0.007667,GALAXY,STARFORMING
1237648722294145265,19.50975,0.0513656,18.21167,0.00972915,17.40149,0.007121764,16.95398,0.007220278,16.66878,0.01623981,306392966417639424,0.1750474,1.253753E-05,0.154122,0.021556,GALAXY,STARFORMING
1237648722294145296,19.216,0.05910654,17.95284,0.01084346,17.14586,0.007993655,16.73618,0.008350064,16.45906,0.02003784,306392141783918592,0.1485441,2.206046E-05,0.157382,0.021068,GALAXY,
1237648722294145328,20.73855,0.1268038,18.90037,0.01460564,17.63867,0.007800165,17.11384,0.007548929,16.73379,0.01558143,306390767394383872,0.1681711,4.759165E-05,0.197461,0.020578,GALAXY,
